eventid,event_date,year,month,day,region,city,lat,long,success,suicide,group_name,motive,killed,wounded,total_casualties,summary,attack_type,weapon_type,weapon_detail,weapon_detail_new,target_type,target_subtype,corp1,target,nationality
2.02E+11,3/3/2018,2018,3,3,Shabeellaha Hoose,Laantabuur,2.055236,45.051891,1,0,Al Shabaab,,0,0,0,"03/03/2018: Assailants fired mortars at an African Union Mission in Somalia (AMISOM) base in Laantabuur, Lower Shebelle, Somalia. There were no reported casualties in the attack and ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",Bombing/Explosion,Explosives,mortar shells,mortars were used in the attack.,military,military base,African Union Mission in Somalia (AMISOM),amisom base,International
2.02E+11,3/4/2018,2018,3,4,Baay,Awdiinle,3.171237,43.403212,1,0,Al Shabaab,,5,,5,"03/04/2018: An explosive device detonated targeting an Ethiopian African Union Mission in Somalia (AMISOM) convoy in Awdiinle, Bay, Somalia. At least five soldiers were killed and an unknown number of soldiers were injured in the blast. Al-Shabaab claimed responsibility for the attack.",Bombing/Explosion,Explosives,roadside bomb,roadside bomb,military,military convoy,African Union Mission in Somalia (AMISOM),amisom ethiopian convoy,International
2.02E+11,3/5/2018,2018,3,5,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,1,4,5,"03/05/2018: An explosive device detonated against a military vehicle in Yaqshid neighborhood, Mogadishu, Somalia. At least one soldier was killed and four people, including civilians, were injured in the blast. Al-Shabaab claimed responsibility for the attack.",Bombing/Explosion,Explosives,roadside bomb,roadside bomb,military,military transportation/vehicle ,Somali Armed Forces (SAF),sna vehicles,Somalia
2.02E+11,3/6/2018,2018,3,6,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,1,0,1,"03/06/2018: Two assailants shot and killed Hassan Dhere, a Hodan district official, in Sigaale area, Mogadishu, Somalia. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",Armed Assault,Firearms,pistols,pistols were used in the attack.,government,govt personnel,Government of Hodan,hodan district official: hassan dhere,Somalia
2.02E+11,3/7/2018,2018,3,7,Shabeellaha Hoose,Afgooye,2.14383,45.118061,1,0,Al Shabaab,,4,0,4,"03/07/2018: An explosive device detonated targeting a vehicle carrying Ahmed Abdi Farah, a member of the Hirshabelle State Assembly, and Abdulkadir Abdirahman Baraf, the South West State security minister, near Afgoye, Lower Shebelle, Somalia. At least four people, including the two officials and two bodyguards, were killed in the blast. Al-Shabaab claimed responsibility for the attack.",Assassination,Explosives,roadside landmine,a roadside landmine was used in the attack.,government,politician or political party movement/meeting/rally,Hirshabelle State Assembly,member of parliament: ahmed abdi farah,Somalia
2.02E+11,3/10/2018,2018,3,10,Banaadir,Mogadishu,2.038774,45.241971,1,0,Al Shabaab,,4,1,5,"03/10/2018: An explosive device detonated targeting a military vehicle in Kahda, Banaadir, Somalia. At least four soldiers were killed and one person was injured in the blast. Al-Shabaab claimed responsibility for the incident.",Bombing/Explosion,Explosives,nan,nan,military,military transportation/vehicle ,Somali Armed Forces (SAF),sna vehicles,Somalia
2.02E+11,3/11/2018,2018,3,11,Banaadir,Mogadishu,2.038774,45.241971,1,0,Al Shabaab,,1,0,1,"03/11/2018: Assailants opened fire on a soldier in Kahda, Banaadir, Somalia. The soldier was killed and his weapon was stolen in the attack. Al-Shabaab claimed responsibility for the incident.",Armed Assault,Firearms,automatic firearms,nan,military,"military personnel (soldiers, troops, officers, forces)",Somali Armed Forces (SAF),soldier,Somalia
2.02E+11,3/11/2018,2018,3,11,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,3,0,3,"03/11/2018: Assailants opened fire on a soldier in Mahad Alle area, Mogadishu, Somalia. Three people, including the soldier and two civilians, were killed in the attack. Al-Shabaab claimed responsibility for the incident.",Armed Assault,Firearms,automatic firearms,nan,military,"military personnel (soldiers, troops, officers, forces)",Somali Armed Forces (SAF),soldier,Somalia
2.02E+11,3/14/2018,2018,3,14,Gedo,Ceelwaaq,2.792833,41.014357,1,0,Al Shabaab,,2,,2,"03/14/2018: An explosive device detonated targeting a military vehicle near Ceel Waaq, Gedo, Somalia. Two soldiers were killed and an unknown number of soldiers were injured in the blast. Al-Shabaab claimed responsibility for the incident.",Bombing/Explosion,Explosives,nan,nan,military,military transportation/vehicle ,Kenya Defense Forces (KDF),kenyan forces vehicle,Kenya
2.02E+11,3/15/2018,2018,3,15,Bari,Boosaaso,11.274795,49.179656,1,0,Islamic Istate ,,3,2,5,"03/15/2018: Assailants threw hand grenades at a security checkpoint in Bosaso, Bari, Somalia. At least three people, including a police officer and two civilians, were killed and two people were injured in the blasts. Jabha East Africa and Al-Shabaab separately claimed responsibility for the attack.",Bombing/Explosion,Explosives,nan,nan,police,police checkpoint,Puntland Police Force,police checkpoint,Somalia
2.02E+11,3/17/2018,2018,3,17,Shabeellaha Hoose,Afgooye,2.08766,45.18654,1,0,Al Shabaab,,0,3,3,"03/17/2018: An explosive device detonated targeting a military vehicle between Mogadishu and Afgoye in Afgoye district, Lower Shebelle, Somalia. Three people, including two soldiers and one civilian, were injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",Bombing/Explosion,Explosives,roadside bomb,roadside bomb,military,military transportation/vehicle ,Somali Armed Forces (SAF),sna vehicles,Somalia
2.01E+11,2/28/2014,2014,2,28,Shabeellaha Hoose,Buulamareer,1.639161,44.526449,1,0,Al Shabaab,Al-Shabaab claimed responsibility for the attack and stated that the hostages were kidnapped because the group believed that they were spys for the Ethiopian and Somali governments.,3,0,3,"02/28/2014: Assailants abducted three people from Bulo Marer, Lower Shebelle, Somalia. The hostages were publicly executed a few months later on May 29, 2014. Al-Shabaab claimed responsibility for the incident, stating that the victims were government spies.",hostage taking (kidnapping),Firearms,automatic firearms,nan,private citizens & property,alleged informant,Not Applicable,suspected spies,Somalia
2.01E+11,3/4/2014,2014,3,4,Shabeellaha Hoose,Baraawe,0.925427,43.564832,1,0,Al Shabaab,"Abdul Haq, a spokesperson for Al-Shabaab, claimed responsibility for the incident and stated that the victims were executed because they were spies for both the French and Somali governments.",3,0,3,"03/04/2014: Assailants publicly executed three civilians in Barawe town, Lower Shebelle region, Somalia. One of the victims was the nephew of the former Puntland President, Abdirahman Farole. Al-Shabaab claimed responsibility for the executions, stating that the victims were spies for the Somali and French governments.",hostage taking (kidnapping),Firearms,automatic firearms,nan,private citizens & property,alleged informant,Not Applicable,suspected spies,Somalia
2.02E+11,3/19/2018,2018,3,19,Gedo,Buurdhuubo,3.162307,42.493771,1,0,Al Shabaab,,8,,8,"03/19/2018: Assailants detonated explosives and opened fire at a Somali National Army (SNA) base in Burdhubo, Gedo, Somalia. At least eight people, including six assailants and two civilians, were killed and an unknown number of assailants were injured in the ensuing clash. Al-Shabaab claimed responsibility for the incident.",Bombing/Explosion,Explosives,nan,nan,military,military base,Somali National Army (SNA),sna base,Somalia
2.01E+11,3/28/2014,2014,3,28,Shabeellaha Hoose,Baraawe,1.114228,44.028704,1,0,Al Shabaab,"Abu-Abdalla, a spokesperson for Al-Shabaab, claimed responsibility and stated that the three individuals were executed because they were spies that worked for the Somali government.",3,0,3,"03/28/2014: Assailants killed three civilians in a public place in Barawe village, Lower Shebelle region, Somalia. Al-Shabaab claimed responsibility, stating they targeted the victims because they believed they were government informants.",hostage taking (kidnapping),Firearms,automatic firearms,nan,private citizens & property,alleged informant,Not Applicable,suspected spies,Somalia
2.02E+11,3/21/2018,2018,3,21,Shabeellaha Hoose,Afgooye,2.148681,45.158017,0,0,Al Shabaab,,3,0,3,"03/21/2018: Assailants opened fire on a military checkpoint in Afgoye district, Lower Shebelle, Somalia. Three assailants were killed as security forces repelled the attack. Al-Shabaab claimed responsibility for the incident.",Armed Assault,Firearms,automatic firearms,nan,military,military checkpoint,Somali Armed Forces (SAF),checkpoint,Somalia
2.02E+11,3/22/2018,2018,3,22,Shabeellaha Hoose,Laantabuur,2.055236,45.051891,1,0,Unknown,,4,,4,"03/22/2018: Assailants opened fire on a passenger bus near Laantabuur, Lower Shebelle, Somalia. Four civilians were killed and five civilians were abducted in the attack. The outcome of the kidnapping is unknown. No group claimed responsibility for the incident.",hostage taking (kidnapping),Firearms,AK-47 assault rifles,ak-47 assault rifles were used in the attack.,transportation,bus,Unknown,passenger bus,Somalia
2.02E+11,3/22/2018,2018,3,22,Banaadir,Mogadishu,2.059818,45.326114,1,1,Al Shabaab,,18,20,38,"03/22/2018: A suicide bomber detonated an explosives-laden vehicle outside the Wehliye Hotel along Maka al-Mukarama road in Mogadishu, Somalia. In addition to the assailant, at least 17 people, including two soldiers, were killed and 20 people were injured in the blast. Al-Shabaab claimed responsibility for the attack.",Bombing/Explosion,Explosives,suicide bombing and attack,an explosives-laden tricycle motorcycle was used in the attack.,business,hotel,Wehliye Hotel,wehliye hotel,Somalia
2.02E+11,3/24/2018,2018,3,24,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,0,2,2,"03/24/2018: Assailants threw a grenade at a police station in Yaqshid neighborhood, Mogadishu, Somalia. Two civilians were injured in the blast. Al-Shabaab claimed responsibility for the attack.",Bombing/Explosion,Explosives,hand grenades,hand grenade,police,police building,Somali Police Force (SPF),police station,Somalia
2.02E+11,3/25/2018,2018,3,25,Shabeellaha Hoose,Siinka Dheer,2.072112,45.221423,1,1,Unknown,,1,1,2,"03/25/2018: A suicide bomber detonated an explosives-laden vehicle at a police checkpoint in Siinka Dheer, Lower Shebelle, Somalia. The assailant was killed and one police officer was injured in the blast. No group claimed responsibility for the attack.",Bombing/Explosion,Explosives,suicide bombing,nan,police,police checkpoint,Somali Police Force (SPF),police checkpoint,Somalia
2.02E+11,3/25/2018,2018,3,25,Banaadir,Mogadishu,2.059818,45.326114,1,1,Al Shabaab,,5,10,15,"03/25/2018: A suicide bomber detonated an explosives-laden vehicle at a security checkpoint in Warta Nabada neighborhood, Mogadishu, Somalia. In addition to the assailant, at least four people were killed and 10 people were injured in the blast; the victims included soldiers and civilians. Al-Shabaab claimed responsibility for the attack.",Bombing/Explosion,Explosives,suicide bombing,nan,military,military checkpoint,Somali Armed Forces (SAF),sayidka checkpoint,Somalia
2.02E+11,3/25/2018,2018,3,25,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,"The specific motive is unknown; however, sources stated that Al-Shabaab had pledged in the past ""to target every delegate that voted for the Somali MPs"".",1,0,1,"03/25/2018: Assailants shot and killed Mohamed Kulow, an elder and former electoral delegate, in Hawl Wadag neighborhood, Mogadishu, Somalia. No group claimed responsibility for the incident; however, sources suspected that Al-Shabaab carried out the attack.",Assassination,Firearms,pistols,pistols were used in the attack.,government,election-related,National Independent Electoral Commission Somalia,electoral delegates,Somalia
2.02E+11,3/25/2018,2018,3,25,Hiiraan,Yarbala,4.463619,45.286689,1,0,Al Shabaab,,,,0,"03/25/2018: Assailants opened fire on an Ethiopian African Union Mission in Somalia (AMISOM) convoy in Yarbala, Hiiraan, Somalia. There were an unknown number of casualties in the attack and ensuing clash. Al-Shabaab claimed responsibility for the incident.",Armed Assault,Explosives,rocket-propelled grenades (RPG) and machine guns,rocket-propelled grenades (rpgs) and machine guns were used in the attack.,military,military transportation/vehicle (excluding convoys),African Union Mission in Somalia (AMISOM),ethiopian vehicles,International
2.02E+11,3/26/2018,2018,3,26,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,2,3,5,"03/26/2018: An explosive device detonated against a military vehicle in Odweyne area, Mogadishu, Somalia. At least two people were killed and three people were injured in the blast; the victims included soldiers and civilians. Al-Shabaab claimed responsibility for the attack.",Bombing/Explosion,Explosives,nan,nan,military,military transportation/vehicle ,Somali Armed Forces (SAF),sna vehicles,Somalia
2.02E+11,3/26/2018,2018,3,26,Banaadir,Mogadishu,2.059818,45.326114,1,0,Unknown,,0,0,0,"03/26/2018: An explosive device detonated along 21 October Road in Daynile neighborhood, Mogadishu, Somalia. There were no reported casualties in the blast. No group claimed responsibility for the attack.",Bombing/Explosion,Explosives,nan,nan,Unknown,nan,Unknown,unknown,
2.02E+11,3/26/2018,2018,3,26,Jubbada Hoose,Hosingow,-0.173827,41.269901,1,0,Al Shabaab,,,,0,"03/26/2018: Assailants attacked a Kenyan African Union Mission in Somalia (AMISOM) base in Hosingow, Lower Juba, Somalia. It is unknown if there were any casualties in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",Assailants attacked,Unknown,automatic firearms,nan,military,military base,African Union Mission in Somalia (AMISOM),kenya base,International
2.02E+11,3/26/2018,2018,3,26,Shabeellaha Hoose,Baraawe,1.114228,44.028704,1,0,Al Shabaab,,,,0,"03/26/2018: Assailants attacked a Ugandan African Union Mission in Somalia (AMISOM) base in Barawe, Lower Shebelle, Somalia. There were an unknown number of casualties in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",Armed Assault,Firearms,automatic firearms,nan,military,military base,African Union Mission in Somalia (AMISOM),ugandan base,International
2.02E+11,3/26/2018,2018,3,26,Bari,Boosaaso,11.274795,49.179656,1,0,Al Shabaab,,1,0,1,"03/26/2018: Assailants shot and killed Shine Muhammad, a Puntland Intelligence Agency officer, in Bosaso, Bari, Somalia. Al-Shabaab claimed responsibility for the attack.",Armed Assault,Firearms,automatic firearms,nan,intelligence,puntland intelligence agency,Puntland Intelligence Agency,nisa intelligence officer,Somalia
2.02E+11,3/27/2018,2018,3,27,Hiiraan,Galhamar,4.59996,45.433247,1,0,Al Shabaab,,0,5,5,"03/27/2018: An explosive device detonated and assailants opened fire on a military convoy in Galhamar, Hiiraan, Somalia. At least five soldiers were injured in the blast and ensuing clash. Al-Shabaab claimed responsibility for the attack.",Bombing/Explosion,Explosives,nan,nan,military,military convoy,Somali Armed Forces (SAF),sna convoy,Somalia
2.02E+11,3/27/2018,2018,3,27,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,"Al-Shabaab claimed responsibility for the incident and stated that the attack was ""part of the ongoing attacks against members of apostate legislatures.""",1,0,1,"03/27/2018: Assailants opened fire on Ruqiya Abshir Noor at a pharmacy in Shibis neighborhood, Mogadishu, Somalia. Abshir, a South West Regional State Parliament member, was killed in the attack. Al-Shabaab claimed responsibility for the incident and stated that the attack was ""part of the ongoing attacks against members of apostate legislatures.""",Assassination,Firearms,pistol,a pistol was used in the attack.,government,govt personnel,Southwest Regional State Parliament,member of parliament: ruqiya abshir noor,Somalia
2.02E+11,3/28/2018,2018,3,28,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,,,0,"03/28/2018: Assailants opened fire at a Mogadishu Stabilization Force base in Huriwa neighborhood, Mogadishu, Somalia. There were an unknown number of casualties in the ensuing clash. Al-Shabaab claimed responsibility for the incident.",Armed Assault,Firearms,automatic firearms,nan,military,military base,Mogadishu Stabilization Force,sna base,International
2.02E+11,3/28/2018,2018,3,28,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,1,2,3,"03/28/2018: An explosive device attached to an International Committee of the Red Cross (ICRC) vehicle detonated in Wadajir neighborhood, Mogadishu, Somalia. At least one ICRC aid worker was killed and two people were injured in the blast. Al-Shabaab claimed responsibility for the attack.",Bombing/Explosion,Explosives,sticky car bomb,a sticky bomb attached to a vehicle was used in the attack.,ngo,international ngo,International Committee of the Red Cross (ICRC),icrc aid workers,Somalia
2.02E+11,3/29/2018,2018,3,29,Shabeellaha Dhexe,Jowhar,3.053687,45.63831,1,0,Al Shabaab,,,,0,"03/29/2018: Assailants opened fire on a Burundian African Union Mission in Somalia (AMISOM) convoy in Cali-Fool Dheer, Middle Shebelle, Somalia. There were an unknown number of casualties in the ensuing clash. Al-Shabaab claimed responsibility for the incident.",Armed Assault,Explosives,missiles and automatic firearms,missiles and firearms were used in the attack.,military,military unit/patrol/convoy,African Union Mission in Somalia (AMISOM),burundian convoy,International
2.02E+11,3/31/2018,2018,3,31,Shabeellaha Hoose,Lafoole,2.099684,45.15723,1,0,Al Shabaab,,,,0,"03/31/2018: Assailants opened fire at a military base in Lafoole, Lower Shebelle, Somalia. Security forces repelled the assault. The ensuing clash resulted in an unknown number of casualties. No group claimed responsibility for the incident; however, sources suspected that Al-Shabaab carried out the attack.",Armed Assault,Firearms,automatic firearms,nan,military,military base,Somali Armed Forces (SAF),sna base,Somalia
2.02E+11,4/1/2018,2018,4,1,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,2,0,2,"04/01/2018: Assailants shot and killed two district officials in Xamar Weyne neighborhood, Mogadishu, Somalia. Al-Shabaab claimed responsibility for the attack.",Assassination,Firearms,pistols,nan,government,govt personnel,Government of Hamarweyne,"district officials: hassan insha-dhuh, mohamud moallim hassan fagasse",International
2.01E+11,4/3/2014,2014,4,3,Mudug,Xarardheere,4.656037,47.85524,1,0,Al Shabaab,"The specific motive is unknown; however, sources suspected that the civilians were targeted because Al-Shabaab believed them to be spies.",2,0,2,"04/03/2014: Assailants executed two civilians in Harardhere town, Mudug region, Somalia. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",hostage taking (kidnapping),Unknown,nan,nan,private citizens & property,alleged informant,Not Applicable,suspected spies,Somalia
2.02E+11,4/1/2018,2018,4,1,Shabeellaha Hoose,Buulamareer,1.621365,44.511755,1,1,Al Shabaab,"The specific motive is unknown; however, sources suspected that the attack was in response to a security operation conducted by African Union Mission to Somalia (AMISOM) forces against Al-Shabaab the night before the attack.",38,6,44,"04/01/2018: Two suicide bombers detonated explosives-laden vehicles and assailants opened fire at a Ugandan African Union Mission in Somalia (AMISOM) base in Bulo Marer, Lower Shebelle, Somalia. At least 38 people, including 30 assailants and eight soldiers, were killed and six soldiers were injured in the attack and ensuing clash. Al-Shabaab claimed responsibility for the incident.",Bombing/Explosion,Explosives,suicide bombing and attack,"two explosives-laden vehicles, rocket-propelled grenades (rpgs), and machine guns were used in the attack.",military,military base,African Union Mission in Somalia (AMISOM),amisom ugandan base,Somalia
2.01E+11,4/7/2014,2014,4,7,Shabeellaha Hoose,Baraawe,1.107268,44.021065,1,0,Al Shabaab,"The specific motive is unknown; however, sources noted that the attack came a week after government airplanes dropped leaflets on the town asking them to inform on Al-Shabaab members.",,,0,"04/07/2014: Assailants kidnapped civilians in the town of Baraawe, Lower Shebelle Region, Somalia. This was one of two incidents in the town in a 48 hour period that involved the kidnapping of local civilians. Approximately 25 people were kidnapped across the two attacks. The whereabouts of the victims are unknown. No group claimed responsibility for the incident; however, sources attributed the abductions to al-Shabaab and noted that the victims were rounded-up by the group for being ""government spies.""",hostage taking (kidnapping),Firearms,automatic firearms,nan,private citizens & property,alleged informant,Not Applicable,suspected spies,Somalia
2.02E+11,4/2/2018,2018,4,2,Gedo,Busar,2.672385,41.32134,1,0,Al Shabaab,,,,0,"04/02/2018: Assailants attacked a Somali National Army (SNA) base in Busar, Gedo, Somalia. There were an unknown number of casualties, including assailants, soldiers, and civilians, in the assault and ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",Armed Assault,Firearms,automatic firearms,nan,military,military base,Somali National Army (SNA),sna base,Somalia
2.02E+11,4/3/2018,2018,4,3,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,0,1,1,"04/03/2018: An explosive device detonated targeting the vehicle of Abukar Sheikh Ahmed in Wadajir neighborhood, Mogadishu, Somalia. Ahmed, the Wadajir deputy district commissioner, was not harmed; however, at least one soldier was injured in the blast. Al-Shabaab claimed responsibility for the incident.",Bombing/Explosion,Explosives,roadside bomb,roadside bomb,government,govt personnel,Government of Wadajir,vehicle of deputy district commissioner: abukar sheikh ahmed,Somalia
2.02E+11,4/4/2018,2018,4,4,Banaadir,Mogadishu,2.059818,45.326114,0,0,Al Shabaab,,2,9,11,"04/04/2018: An explosive device detonated targeting Ahmed Nur's vehicle in Kaaraan neighborhood, Mogadishu, Somalia. Nur, the Daynile deputy district commissioner, was not harmed; however, at least two civilians were killed and nine civilians were injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",Assassination,Explosives,remote-controlled roadside landmine,a remote-controlled roadside landmine was used in the attack.,government,govt personnel,Government of Daynile,vehicle of deputy district commissioner:  ahmed nur,Somalia
2.02E+11,4/6/2018,2018,4,6,Banaadir,Mogadishu,2.059818,45.326114,1,1,Al Shabaab,,1,2,3,"04/06/2018: A suicide bomber detonated an explosives-laden vehicle at a military checkpoint near the Aden Adde International Airport in Mogadishu, Somalia. The assailant was killed and at least two soldiers were injured in the blast. This was one of two related suicide bombings targeting checkpoints in Mogadishu on this date. Al-Shabaab claimed responsibility for the attacks.",Bombing/Explosion,Explosives,suicide bombing,nan,military,military checkpoint,Somali National Army (SNA),checkpoint,Somalia
2.02E+11,4/6/2018,2018,4,6,Banaadir,Mogadishu,2.059818,45.326114,1,1,Al Shabaab,,5,0,5,"04/06/2018: Three suicide bombers detonated an explosives-laden vehicle at a military checkpoint in Saypiano area, Mogadishu, Somalia. In addition to the three assailants, two soldiers were killed in the blast. This was one of two related suicide bombings targeting checkpoints in Mogadishu on this date. Al-Shabaab claimed responsibility for the attacks.",Bombing/Explosion,Explosives,suicide bombing,nan,military,military checkpoint,Somali Armed Forces (SAF),checkpoint,Somalia
2.02E+11,4/7/2018,2018,4,7,Shabeellaha Dhexe,Hansholey,2.780354,45.500642,1,0,Al Shabaab,,3,4,7,"04/07/2018: An explosive device detonated targeting a Somali National Army (SNA) checkpoint in Hansholei village near Jowhar, Middle Shebelle, Somalia. At least three people, including two soldiers and one civilian, were killed and four people were injured in the blast. Al-Shabaab claimed responsibility for the attack.",Bombing/Explosion,Explosives,nan,nan,military,military checkpoint,Somali National Army (SNA),checkpoint,Somalia
2.02E+11,4/8/2018,2018,4,8,Shabeellaha Hoose,Ceelasha Biyaha,2.082062,45.207493,1,0,Al Shabaab,,1,0,1,"04/08/2018: Assailants shot and killed Beer Dilacshe, a National Intelligence and Security Agency (NISA) officer, in Ceelasha Biyaha, Lower Shebelle, Somalia. Al-Shabaab claimed responsibility for the attack.",Armed Assault,Firearms,pistols,pistols were used in the attack.,intelligence,national intelligence and security agency (nisa),National Intelligence and Security Agency (NISA),nisa official,Somalia
2.02E+11,4/9/2018,2018,4,9,Gedo,Faxfaxdhuun,2.204822,41.619649,1,0,Al Shabaab,,,,0,"04/09/2018: Assailants detonated explosive devices and opened fire targeting a Kenyan African Union Mission in Somalia (AMISOM) base in Fahfahdun, Gedo, Somalia. There were an unknown number of casualties in the ensuing clash. Al-Shabaab claimed responsibility for the attack.",Bombing/Explosion,Explosives,roadside bomb,roadside bomb,military,military base,African Union Mission in Somalia (AMISOM),amisom kenya base,International
2.02E+11,4/10/2018,2018,4,10,Baay,Baydhaba,3.115641,43.646581,1,0,Al Shabaab,,1,4,5,"04/10/2018: An explosive device detonated at a cafe near a security checkpoint in Baidoa, Bay, Somalia. At least one civilian was killed and four people, including three civilians and one soldier, were injured in the blast. Al-Shabaab claimed responsibility for the incident.",Bombing/Explosion,Explosives,nan,nan,military,military personnel,Somali Armed Forces (SAF),sna soldiers,Somalia
2.02E+11,4/10/2018,2018,4,10,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,,,0,"04/10/2018: Assailants threw grenades and opened fire targeting military personnel in Yaqshid neighborhood, Mogadishu, Somalia. There were an unknown number of casualties in the ensuing clash. This was one of two similar attacks in different neighborhoods of Mogadishu on the same day. Al-Shabaab claimed responsibility for the incidents.",Armed Assault,Explosives,nan,nan,military,"military personnel (soldiers, troops, officers, forces)",Somali Armed Forces (SAF),soldiers,Somalia
2.02E+11,4/10/2018,2018,4,10,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,,,0,"04/10/2018: Assailants threw grenades and opened fire targeting police personnel in Hawl Wadag neighborhood, Mogadishu, Somalia. There were an unknown number of casualties in the ensuing clash. This was one of two similar attacks in different neighborhoods of Mogadishu on the same day. Al-Shabaab claimed responsibility for the incidents.",Armed Assault,Explosives,nan,nan,police,police personnel,Somali Police Force (SPF),police officers,Somalia
2.02E+11,4/11/2018,2018,4,11,Unknown,Unknown,,,0,0,Al Shabaab,,0,0,0,"04/11/2018: Security forces identified and destroyed an explosives-laden vehicle at an unknown location in Somalia. No group claimed responsibility for the incident; however, sources attributed the attempted attack to Al-Shabaab.",Bombing/Explosion,Explosives,car bomb destroyed,nan,Unknown,nan,Unknown,unknown,International
2.02E+11,4/11/2018,2018,4,11,Shabeellaha Hoose,Kabtanlas,1.138205,44.007865,1,0,Al Shabaab,,3,,3,"04/11/2018: Assailants attacked an African Union Mission in Somalia (AMISOM) and Somali National Army (SNA) base in Kabtanlas, Lower Shebelle, Somalia. At least three Ugandan soldiers were killed in the ensuing clash. Al-Shabaab claimed responsibility for the incident.",Armed Assault,Explosives,rocket-propelled grenades (RPG) and machine guns,rocket-propelled grenades (rpgs) and machine guns were used in the attack.,military,military base,African Union Mission in Somalia (AMISOM),ugandan base,
2.02E+11,4/12/2018,2018,4,12,Shabeellaha Hoose,Baraawe,1.114228,44.028704,1,0,Al Shabaab,Al-Shabaab claimed responsibility for the incident and stated that the group had previously threatened people in Barawe not to play soccer with African Union forces.,5,10,15,"04/12/2018: An explosive device detonated at a soccer stadium in Barawe, Lower Shebelle, Somalia. At least five people were killed and 10 people were injured in the blast. Al-Shabaab claimed responsibility for the attack and stated that the group had previously threatened people in Barawe not to play soccer with African Union Mission in Somalia (AMISOM) forces. Additionally, sources stated that the device was intended to target regional and district officials attending the match.",Bombing/Explosion,Explosives,nan,nan,government,govt personnel,Government of Barawe,regional and district government officials,Somalia
2.01E+11,4/8/2014,2014,4,8,Shabeellaha Hoose,Baraawe,1.107268,44.021065,1,0,Al Shabaab,"The specific motive is unknown; however, sources noted that the attack came a week after government airplanes dropped leaflets on the town asking locals to inform on Al-Shabaab members.",,,0,"04/08/2014: Assailants kidnapped civilians in the town of Baraawe, Lower Shebelle Region, Somalia. This was one of two incidents in the town in a 48 hour period that involved the kidnapping of local civilians. Approximately 25 people were kidnapped across the two attacks. The whereabouts of the victims are unknown. No group claimed responsibility for the incident; however, sources attributed the abductions to al-Shabaab and noted that the victims were rounded-up by the group for being ""government spies.""",hostage taking (kidnapping),Melee,nan,nan,private citizens & property,alleged informant,Not Applicable,suspected spies,Somalia
2.02E+11,4/12/2018,2018,4,12,Mudug,Gaalkacyo,6.774396,47.429032,1,0,Al Shabaab,,1,0,1,"04/12/2018: Assailants shot and killed Ahmed Deeq Ali, a Puntland administrative official, in Galkayo, Mudug, Somalia. Al-Shabaab claimed responsibility for the attack.",Assassination,Firearms,pistol,a pistol was used in the attack.,government,govt personnel,Government of Puntland,auditor-general: ahmad deeq ali hayan,Somalia
2.02E+11,4/14/2018,2018,4,14,Banaadir,Mogadishu,2.059818,45.326114,1,0,Unknown,,1,0,1,"04/14/2018: Assailants shot and killed Mohamed Farah, a school teacher and Ministry of Education employee, in Hodan neighborhood, Mogadishu, Somalia. No group claimed responsibility for the incident.",Armed Assault,Firearms,pistol,a pistol was used in the attack.,Educational Institution,teacher,Unknown,teacher,Somalia
2.02E+11,4/15/2018,2018,4,15,Shabeellaha Dhexe,Balcad,2.358395,45.386289,1,0,Al Shabaab,Al-Shabaab claimed responsibility for the incident and stated that Abshir Nur Hussein Malis was targeted for participating in the selection of parliamentary members.,1,0,1,"04/00/2018: Sometime between April 1, 2018 and April 30, 2018, assailants abducted Abshir Nur Hussein Malis, a prominent elder, in Gamboole, Middle Shebelle, Somalia. Malis was executed on July 2, 2018. Al-Shabaab claimed responsibility for the incident and stated that Abshir Nur Hussein Malis was targeted for participating in the selection of parliamentary members.",Assassination,Firearms,pistols,nan,government,election-related,Government of Somalia,electoral delegates,Somalia
